parent_id,child_level,text,text1,tag,class,nh,font_size,align,font_famliy,margin_bottom,margin_left,margin_right,margin_top,text_indent,marign,x_ind,file_id,text_raw,rel_parent_id,max_font_size,min_font_size,rel_font_size,child_level_max,rel_child_level,sentence_case,title_case,upper_case,lower_case,no_text,startswthnum,dots,word_len,id
6,1,wesoughttoanalyzethepredictivevalueofthetwoqwaveformcriteriaqwcnamelyqwcaandqwcbindifferentiatingvtfromsvtinawctandcompareitwiththewellestablishedbrugadaalgorithmthepresenceofsamekindofqwavemorphologyinallthethreeinferiorleadsiiiiiandavfwasdefinedastheqwcacriteriawhereasthepresenceofqwaveinavfaloneamongtheinferiorleadssatisfiedtheqwcbcriteriafigure1wedigitallyseparatedtheinferiorleadimagesilsetandprecordialleadimagesplsetfromtheselectedecgsandthendistributedinarandomfashionto2independentelectrophysiologistswhowereblindedtotheclinicalanddemographicinformationofthepatientstheyinanopenbookfashionappliedtheqwccriteriaandbrugadacriteriaforinterpretingtheilsetsandplsetsrespectivelyandcategorizedthewidecomplexrhythmintovtorsvttheecgleadsweredigitallyseparatedtoblindthereviewersfromtheecgleadsnotinvolvedintherespectivealgorithmsandtherebyreduceobserverbiaselectronicmedicalrecordswerethenreviewedfordemographicinformationandclinicalinterpretationoftheecgsthefinaldiagnosisreachedbytheconsultantelectrophysiologistwhocaredforthepatientandhadaccesstoallavailableclinicalandelectrophysiologicdatawasconsideredthestandard,first_level,p,,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"We sought to analyze the predictive value of the two Q waveform criteria (QWC), namely QWC-A and QWC-B in differentiating VT from SVT in a WCT and compare it with the well-established Brugada algorithm. The presence of same kind of Q wave morphology in all the three inferior leads (II, III and aVF) was defined as the QWC-A criteria, whereas the presence of Q wave in aVF alone, among the inferior leads, satisfied the QWC-B criteria (figure 1). We digitally separated the inferior lead images (IL set) and precordial lead images (PL set) from the selected ECGs and then distributed, in a random fashion, to 2 independent electrophysiologists who were blinded to the clinical and demographic information of the patients. They, in an open book fashion, applied the QWC criteria and Brugada criteria for interpreting the IL sets and PL sets respectively and categorized the wide complex rhythm into VT or SVT. The ECG leads were digitally separated to blind the reviewers from the ECG leads not involved in the respective algorithms and thereby reduce observer bias. Electronic medical records were then reviewed for demographic information and clinical interpretation of the ECGs. The final diagnosis reached by the consultant electrophysiologist who cared for the patient and had access to all available clinical and electrophysiologic data was considered the standard.",0.25,12.0,11.0,0,3,0.33,0,0,0,0,0,0,0,224,wesoughttoanalyzethepredictivevalueofthetwoqwavefo
6,2,wesoughttoanalyzethepredictivevalueofthetwoqwaveformcriteriaqwcnamelyqwcaandqwcbindifferentiatingvtfromsvtinawctandcompareitwiththewellestablishedbrugadaalgorithmthepresenceofsamekindofqwavemorphologyinallthethreeinferiorleadsiiiiiandavfwasdefinedastheqwcacriteriawhereasthepresenceofqwaveinavfaloneamongtheinferiorleadssatisfiedtheqwcbcriteriafigure1,"We sought to analyze the predictive value of the two Q waveform criteria (QWC), namely QWC-A and QWC-B in differentiating VT from SVT in a WCT and compare it with the well-established Brugada algorithm. The presence of same kind of Q wave morphology in all the three inferior leads (II, III and aVF) was defined as the QWC-A criteria, whereas the presence of Q wave in aVF alone, among the inferior leads, satisfied the QWC-B criteria (figure 1). We digitally separated the inferior lead images (IL set) and precordial lead images (PL set) from the selected ECGs and then distributed, in a random fashion, to 2 independent electrophysiologists who were blinded to the clinical and demographic information of the patients. They, in an open book fashion, applied the QWC criteria and Brugada criteria for interpreting the IL sets and PL sets respectively and categorized the wide complex rhythm into VT or SVT. The ECG leads were digitally separated to blind the reviewers from the ECG leads not involved in the respective algorithms and thereby reduce observer bias. Electronic medical records were then reviewed for demographic information and clinical interpretation of the ECGs. The final diagnosis reached by the consultant electrophysiologist who cared for the patient and had access to all available clinical and electrophysiologic data was considered the standard.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"We sought to analyze the predictive value of the two Q waveform criteria (QWC), namely QWC-A and QWC-B in differentiating VT from SVT in a WCT and compare it with the well-established Brugada algorithm. The presence of same kind of Q wave morphology in all the three inferior leads (II, III and aVF) was defined as the QWC-A criteria, whereas the presence of Q wave in aVF alone, among the inferior leads, satisfied the QWC-B criteria (figure 1). ",0.25,12.0,11.0,1,3,0.67,0,0,0,0,0,0,0,83,wesoughttoanalyzethepredictivevalueofthetwoqwavefo
6,2,wedigitallyseparatedtheinferiorleadimagesilsetandprecordialleadimagesplsetfromtheselectedecgsandthendistributedinarandomfashionto2independentelectrophysiologistswhowereblindedtotheclinicalanddemographicinformationofthepatientstheyinanopenbookfashionappliedtheqwccriteriaandbrugadacriteriaforinterpretingtheilsetsandplsetsrespectivelyandcategorizedthewidecomplexrhythmintovtorsvttheecgleadsweredigitallyseparatedtoblindthereviewersfromtheecgleadsnotinvolvedintherespectivealgorithmsandtherebyreduceobserverbiaselectronicmedicalrecordswerethenreviewedfordemographicinformationandclinicalinterpretationoftheecgsthefinaldiagnosisreachedbytheconsultantelectrophysiologistwhocaredforthepatientandhadaccesstoallavailableclinicalandelectrophysiologicdatawasconsideredthestandard,"We sought to analyze the predictive value of the two Q waveform criteria (QWC), namely QWC-A and QWC-B in differentiating VT from SVT in a WCT and compare it with the well-established Brugada algorithm. The presence of same kind of Q wave morphology in all the three inferior leads (II, III and aVF) was defined as the QWC-A criteria, whereas the presence of Q wave in aVF alone, among the inferior leads, satisfied the QWC-B criteria (figure 1). We digitally separated the inferior lead images (IL set) and precordial lead images (PL set) from the selected ECGs and then distributed, in a random fashion, to 2 independent electrophysiologists who were blinded to the clinical and demographic information of the patients. They, in an open book fashion, applied the QWC criteria and Brugada criteria for interpreting the IL sets and PL sets respectively and categorized the wide complex rhythm into VT or SVT. The ECG leads were digitally separated to blind the reviewers from the ECG leads not involved in the respective algorithms and thereby reduce observer bias. Electronic medical records were then reviewed for demographic information and clinical interpretation of the ECGs. The final diagnosis reached by the consultant electrophysiologist who cared for the patient and had access to all available clinical and electrophysiologic data was considered the standard.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"We digitally separated the inferior lead images (IL set) and precordial lead images (PL set) from the selected ECGs and then distributed, in a random fashion, to 2 independent electrophysiologists who were blinded to the clinical and demographic information of the patients. They, in an open book fashion, applied the QWC criteria and Brugada criteria for interpreting the IL sets and PL sets respectively and categorized the wide complex rhythm into VT or SVT. The ECG leads were digitally separated to blind the reviewers from the ECG leads not involved in the respective algorithms and thereby reduce observer bias. Electronic medical records were then reviewed for demographic information and clinical interpretation of the ECGs. The final diagnosis reached by the consultant electrophysiologist who cared for the patient and had access to all available clinical and electrophysiologic data was considered the standard.",0.25,12.0,11.0,1,3,0.67,1,0,0,0,0,0,0,141,wedigitallyseparatedtheinferiorleadimagesilsetandp
6,3,theecgleadsweredigitallyseparatedtoblindthereviewersfromtheecgleadsnotinvolvedintherespectivealgorithmsandtherebyreduceobserverbiaselectronicmedicalrecordswerethenreviewedfordemographicinformationandclinicalinterpretationoftheecgsthefinaldiagnosisreachedbytheconsultantelectrophysiologistwhocaredforthepatientandhadaccesstoallavailableclinicalandelectrophysiologicdatawasconsideredthestandard,"We digitally separated the inferior lead images (IL set) and precordial lead images (PL set) from the selected ECGs and then distributed, in a random fashion, to 2 independent electrophysiologists who were blinded to the clinical and demographic information of the patients. They, in an open book fashion, applied the QWC criteria and Brugada criteria for interpreting the IL sets and PL sets respectively and categorized the wide complex rhythm into VT or SVT. The ECG leads were digitally separated to blind the reviewers from the ECG leads not involved in the respective algorithms and thereby reduce observer bias. Electronic medical records were then reviewed for demographic information and clinical interpretation of the ECGs. The final diagnosis reached by the consultant electrophysiologist who cared for the patient and had access to all available clinical and electrophysiologic data was considered the standard.",span,,p_span_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,The ECG leads were digitally separated to blind the reviewers from the ECG leads not involved in the respective algorithms and thereby reduce observer bias. Electronic medical records were then reviewed for demographic information and clinical interpretation of the ECGs. The final diagnosis reached by the consultant electrophysiologist who cared for the patient and had access to all available clinical and electrophysiologic data was considered the standard.,0.25,12.0,11.0,1,3,1.0,1,0,0,0,0,0,0,67,theecgleadsweredigitallyseparatedtoblindthereviewe
7,1,statisticalanalysis,first_level,p,Heading2,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Statistical Analysis,0.2916666666666667,12.0,11.0,0,3,0.33,0,1,0,0,0,0,0,2,statisticalanalysis
7,2,statisticalanalysis,Statistical Analysis,b,Heading2,p_b_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Statistical Analysis,0.2916666666666667,12.0,11.0,0,3,0.67,0,1,0,0,0,0,0,2,statisticalanalysis
7,3,statisticalanalysis,Statistical Analysis,span,Heading2,p_b_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Statistical Analysis,0.2916666666666667,12.0,11.0,1,3,1.0,0,1,0,0,0,0,0,2,statisticalanalysis
8,1,continuousvariableswererepresentedasmeanandstandarddeviationandcategoricalvariablesasfrequenciesandpercentagesthekappastatisticwasusedtoestablishinterobserverconcordanceoverallinterobserveragreementwasdefinedasgoodifkappa06moderateif06kappa04andpoorifkappa04sensitivityspecificitypositivepredictivevaluenegativepredictivevaluepositivelikelihoodrationegativelikelihoodratioandaccuracyofeachdiagnosticalgorithmwascalculatedusingfinalclinicaldiagnosisasthestandardreceiveroperatingcharacteristicroccurveswerecreatedforeachofthediagnosticcriteriatheareaunderthecurveaucwerecalculatedandcomparedusingdelongteststatisticalanalysiswasconductedusingspss180spssincchicagoilandmedcalcstatisticalsoftwareversion1921medcalcsoftwareltdostendbelgium,first_level,p,,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"Continuous variables were represented as mean and standard deviation and categorical variables as frequencies and percentages. The kappa statistic was used to establish inter-observer concordance. Overall inter-observer agreement was defined as good if kappa>0.6, moderate if 0.6>kappa>0.4, and poor if kappa<0.4. Sensitivity, specificity, positive predictive value, negative predictive value, positive likelihood ratio, negative likelihood ratio and accuracy of each diagnostic algorithm was calculated using final clinical diagnosis as the standard. Receiver operating characteristic (ROC) curves were created for each of the diagnostic criteria. The area under the curve (AUC) were calculated and compared using Delong test. Statistical Analysis was conducted using SPSS 18.0 (SPSS Inc., Chicago, IL) and MedCalc Statistical Software version 19.2.1 (MedCalc Software Ltd, Ostend, Belgium)",0.3333333333333333,12.0,11.0,0,3,0.33,1,0,0,0,0,0,0,131,continuousvariableswererepresentedasmeanandstandar
8,2,continuousvariableswererepresentedasmeanandstandarddeviationandcategoricalvariablesasfrequenciesandpercentagesthekappastatisticwasusedtoestablishinterobserverconcordanceoverallinterobserveragreementwasdefinedasgoodifkappa06moderateif06kappa04andpoorifkappa04sensitivityspecificitypositivepredictivevaluenegativepredictivevaluepositivelikelihoodrationegativelikelihoodratioandaccuracyofeachdiagnosticalgorithmwascalculatedusingfinalclinicaldiagnosisasthestandardreceiveroperatingcharacteristicroccurveswerecreatedforeachofthediagnosticcriteriatheareaunderthecurveaucwerecalculatedandcomparedusingdelongteststatisticalanalysiswasconductedusingspss180spssincchicagoiland,"Continuous variables were represented as mean and standard deviation and categorical variables as frequencies and percentages. The kappa statistic was used to establish inter-observer concordance. Overall inter-observer agreement was defined as good if kappa>0.6, moderate if 0.6>kappa>0.4, and poor if kappa<0.4. Sensitivity, specificity, positive predictive value, negative predictive value, positive likelihood ratio, negative likelihood ratio and accuracy of each diagnostic algorithm was calculated using final clinical diagnosis as the standard. Receiver operating characteristic (ROC) curves were created for each of the diagnostic criteria. The area under the curve (AUC) were calculated and compared using Delong test. Statistical Analysis was conducted using SPSS 18.0 (SPSS Inc., Chicago, IL) and MedCalc Statistical Software version 19.2.1 (MedCalc Software Ltd, Ostend, Belgium)",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"Continuous variables were represented as mean and standard deviation and categorical variables as frequencies and percentages. The kappa statistic was used to establish inter-observer concordance. Overall inter-observer agreement was defined as good if kappa>0.6, moderate if 0.6>kappa>0.4, and poor if kappa<0.4. Sensitivity, specificity, positive predictive value, negative predictive value, positive likelihood ratio, negative likelihood ratio and accuracy of each diagnostic algorithm was calculated using final clinical diagnosis as the standard. Receiver operating characteristic (ROC) curves were created for each of the diagnostic criteria. The area under the curve (AUC) were calculated and compared using Delong test. Statistical Analysis was conducted using SPSS 18.0 (SPSS Inc., Chicago, IL) and ",0.3333333333333333,12.0,11.0,1,3,0.67,1,0,0,0,0,0,0,119,continuousvariableswererepresentedasmeanandstandar
8,2,medcalcstatisticalsoftwareversion1921medcalcsoftwareltdostendbelgium,"Continuous variables were represented as mean and standard deviation and categorical variables as frequencies and percentages. The kappa statistic was used to establish inter-observer concordance. Overall inter-observer agreement was defined as good if kappa>0.6, moderate if 0.6>kappa>0.4, and poor if kappa<0.4. Sensitivity, specificity, positive predictive value, negative predictive value, positive likelihood ratio, negative likelihood ratio and accuracy of each diagnostic algorithm was calculated using final clinical diagnosis as the standard. Receiver operating characteristic (ROC) curves were created for each of the diagnostic criteria. The area under the curve (AUC) were calculated and compared using Delong test. Statistical Analysis was conducted using SPSS 18.0 (SPSS Inc., Chicago, IL) and MedCalc Statistical Software version 19.2.1 (MedCalc Software Ltd, Ostend, Belgium)",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"MedCalc Statistical Software version 19.2.1 (MedCalc Software Ltd, Ostend, Belgium)",0.3333333333333333,12.0,11.0,1,3,0.67,1,0,0,0,0,0,0,12,medcalcstatisticalsoftwareversion1921medcalcsoftwa
9,1,results,first_level,p,Heading1,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,RESULTS,0.375,12.0,11.0,0,3,0.33,0,0,1,0,0,0,0,1,results
9,2,results,RESULTS,b,Heading1,p_b_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,RESULTS,0.375,12.0,11.0,0,3,0.67,0,0,1,0,0,0,0,1,results
9,3,results,RESULTS,span,Heading1,p_b_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,RESULTS,0.375,12.0,11.0,1,3,1.0,0,0,1,0,0,0,0,1,results
10,1,ofthe438ecgsthatwerelabelledaswctbytheecgreportingsystemecgsof181uniquepatientsmettheinclusionandexclusioncriteriaandwereincludedintheanalysisfigure2meanageofpatientswere650174yearsand436werewomanamongtheecgsstudied24945caseshadafinalclinicaldiagnosisofvtamongthesvts136181751themostcommontypewasavnrt287followedbysinustachycardia133atrialflutter11atrialtachycardia94andatrialfibrillation3994ofthewctwereunclassifiedsvtwithaberrantconductiontable1interobserveragreementbetweenthetwoelectrophysiologistsreviewingtheecgwasgoodwithqwcakstatistic064p0001andbrugadaalgorithmkstatistic065p0001qwcbcriteriashowedmoderateinterobserverconcordancekstatistic046p0001,first_level,p,,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"Of the 438 ECGs that were labelled as WCT by the ECG reporting system, ECGs of 181 unique patients met the inclusion and exclusion criteria and were included in the analysis (Figure 2). Mean age of patients were 65.0 ± 17.4 years and 43.6% were woman. Among the ECGs studied, 24.9% (45 cases) had a final clinical diagnosis of VT. Among the SVTs (136/181; 75.1%), the most common type was AVNRT (28.7%) followed by sinus tachycardia (13.3%), atrial flutter (11%), atrial tachycardia 9.4% and atrial fibrillation (3.9%). 9.4% of the WCT were unclassified SVT with aberrant conduction (Table 1). Inter-observer agreement between the two electrophysiologists reviewing the ECG was good with QWC-A (k statistic = 0.64, p<0.001) and Brugada algorithm (k statistic = 0.65, p<0.001). QWC-B criteria showed moderate interobserver concordance (k statistic = 0.46, p<0.001).",0.4166666666666667,12.0,11.0,0,3,0.33,1,0,0,0,0,0,0,155,ofthe438ecgsthatwerelabelledaswctbytheecgreporting
10,2,ofthe438ecgsthatwerelabelledaswctbytheecgreportingsystemecgsof181uniquepatientsmettheinclusionandexclusioncriteriaandwereincludedintheanalysisfigure2meanageofpatientswere650174yearsand436werewoman,"Of the 438 ECGs that were labelled as WCT by the ECG reporting system, ECGs of 181 unique patients met the inclusion and exclusion criteria and were included in the analysis (Figure 2). Mean age of patients were 65.0 ± 17.4 years and 43.6% were woman. Among the ECGs studied, 24.9% (45 cases) had a final clinical diagnosis of VT. Among the SVTs (136/181; 75.1%), the most common type was AVNRT (28.7%) followed by sinus tachycardia (13.3%), atrial flutter (11%), atrial tachycardia 9.4% and atrial fibrillation (3.9%). 9.4% of the WCT were unclassified SVT with aberrant conduction (Table 1). Inter-observer agreement between the two electrophysiologists reviewing the ECG was good with QWC-A (k statistic = 0.64, p<0.001) and Brugada algorithm (k statistic = 0.65, p<0.001). QWC-B criteria showed moderate interobserver concordance (k statistic = 0.46, p<0.001).",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"Of the 438 ECGs that were labelled as WCT by the ECG reporting system, ECGs of 181 unique patients met the inclusion and exclusion criteria and were included in the analysis (Figure 2). Mean age of patients were 65.0 ± 17.4 years and 43.6% were woman. ",0.4166666666666667,12.0,11.0,1,3,0.67,1,0,0,0,0,0,0,48,ofthe438ecgsthatwerelabelledaswctbytheecgreporting
10,2,amongtheecgsstudied24945caseshadafinalclinicaldiagnosisofvtamongthesvts136181751themostcommontypewasavnrt287followedbysinustachycardia133atrialflutter11atrialtachycardia94andatrialfibrillation3994ofthewctwereunclassifiedsvtwithaberrantconductiontable1i,"Of the 438 ECGs that were labelled as WCT by the ECG reporting system, ECGs of 181 unique patients met the inclusion and exclusion criteria and were included in the analysis (Figure 2). Mean age of patients were 65.0 ± 17.4 years and 43.6% were woman. Among the ECGs studied, 24.9% (45 cases) had a final clinical diagnosis of VT. Among the SVTs (136/181; 75.1%), the most common type was AVNRT (28.7%) followed by sinus tachycardia (13.3%), atrial flutter (11%), atrial tachycardia 9.4% and atrial fibrillation (3.9%). 9.4% of the WCT were unclassified SVT with aberrant conduction (Table 1). Inter-observer agreement between the two electrophysiologists reviewing the ECG was good with QWC-A (k statistic = 0.64, p<0.001) and Brugada algorithm (k statistic = 0.65, p<0.001). QWC-B criteria showed moderate interobserver concordance (k statistic = 0.46, p<0.001).",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"Among the ECGs studied, 24.9% (45 cases) had a final clinical diagnosis of VT. Among the SVTs (136/181; 75.1%), the most common type was AVNRT (28.7%) followed by sinus tachycardia (13.3%), atrial flutter (11%), atrial tachycardia 9.4% and atrial fibrillation (3.9%). 9.4% of the WCT were unclassified SVT with aberrant conduction (Table 1). I",0.4166666666666667,12.0,11.0,1,3,0.67,0,0,0,0,0,0,0,62,amongtheecgsstudied24945caseshadafinalclinicaldiag
10,2,nterobserveragreementbetweenthetwoelectrophysiologistsreviewingtheecgwasgoodwithqwcakstatistic064p0001andbrugadaalgorithmkstatistic065p0001qwcbcriteriashowedmoderateinterobserverconcordancekstatistic046p0001,"Of the 438 ECGs that were labelled as WCT by the ECG reporting system, ECGs of 181 unique patients met the inclusion and exclusion criteria and were included in the analysis (Figure 2). Mean age of patients were 65.0 ± 17.4 years and 43.6% were woman. Among the ECGs studied, 24.9% (45 cases) had a final clinical diagnosis of VT. Among the SVTs (136/181; 75.1%), the most common type was AVNRT (28.7%) followed by sinus tachycardia (13.3%), atrial flutter (11%), atrial tachycardia 9.4% and atrial fibrillation (3.9%). 9.4% of the WCT were unclassified SVT with aberrant conduction (Table 1). Inter-observer agreement between the two electrophysiologists reviewing the ECG was good with QWC-A (k statistic = 0.64, p<0.001) and Brugada algorithm (k statistic = 0.65, p<0.001). QWC-B criteria showed moderate interobserver concordance (k statistic = 0.46, p<0.001).",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"nter-observer agreement between the two electrophysiologists reviewing the ECG was good with QWC-A (k statistic = 0.64, p<0.001) and Brugada algorithm (k statistic = 0.65, p<0.001). QWC-B criteria showed moderate interobserver concordance (k statistic = 0.46, p<0.001).",0.4166666666666667,12.0,11.0,1,3,0.67,1,0,0,0,0,0,0,46,nterobserveragreementbetweenthetwoelectrophysiolog
11,1,utilityofdiagnosticalgorithmsinidentifyingvt,first_level,p,Heading2,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Utility of diagnostic algorithms in identifying VT,0.4583333333333333,12.0,11.0,0,3,0.33,1,0,0,0,0,0,0,7,utilityofdiagnosticalgorithmsinidentifyingvt
11,2,utilityofdiagnosticalgorithmsinidentifyingvt,Utility of diagnostic algorithms in identifying VT,b,Heading2,p_b_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Utility of diagnostic algorithms in identifying VT,0.4583333333333333,12.0,11.0,0,3,0.67,1,0,0,0,0,0,0,7,utilityofdiagnosticalgorithmsinidentifyingvt
11,3,utilityofdiagnosticalgorithmsinidentifyingvt,Utility of diagnostic algorithms in identifying VT,span,Heading2,p_b_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Utility of diagnostic algorithms in identifying VT,0.4583333333333333,12.0,11.0,1,3,1.0,1,0,0,0,0,0,0,7,utilityofdiagnosticalgorithmsinidentifyingvt
12,1,thesensitivityindiagnosingvtwashighestwithbrugadacriteria82895ci679920andclassified37outofthe45ecgsofvtappropriatelybothqwca33395ci200490andqwcb35695ci219512hadalowsensitivityandidentifiedonly15and16casesofvtrespectivelyhoweverqwcaandqwcbhadahigherspecificity933and828respectivelyindiagnosingvttable2twoecgscouldnotbeinterpretedusingtheinferiorleadcriteriaastheqrscomplexeswereoflowamplitudeandwaveformswereindeterminatetable2describesthepositivepredictivevaluenegativepredictivevaluepositivelikelihoodratioandnegativelikelihoodratioofthethreealgorithmsstudiedoverallaccuracyofqwcawashighest78295ci714840whichidentified140outof179casesappropriatelyfollowedbybrugadacriteria71895ci647782andqwcbcriteria71095ci637775roccurveanalysisofeachcriterionindiagnosingvtisshowninfigure3aucforqwcacriteria063395ci056070washigherthanqwcbcriteria059295ci052067brugadacriteria07595ci069081hadthehighestaucamongallthreediagnosticalgorithmspairwisecomparisonoftheaucshowedstatisticallysignificantdifferenceamongtheaucforeachbrugadavsqwcap0005brugadavsqwcbp0001andqwcavsqwcbp0017,first_level,p,,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"The sensitivity in diagnosing VT was highest with Brugada criteria (82.8%, 95% CI 67.9%-92.0%) and classified 37 out of the 45 ECGs of VT appropriately. Both QWC-A (33.3%, 95% CI 20.0%-49.0%) and QWC-B (35.6%, 95% CI 21.9%-51.2%) had a low sensitivity and identified only 15 and 16 cases of VT respectively. However, QWC-A and QWC-B had a higher specificity, 93.3% and 82.8% respectively in diagnosing VT (Table 2). Two ECGs could not be interpreted using the inferior lead criteria as the QRS complexes were of low amplitude and wave forms were indeterminate. Table 2 describes the positive predictive value, negative predictive value, positive likelihood ratio and negative likelihood ratio of the three algorithms studied.Overall accuracy of QWC-A was highest (78.2%, 95%CI 71.4%-84.0%) which identified 140 out of 179 cases appropriately, followed by Brugada criteria (71.8%, 95%CI 64.7%-78.2%) and QWC-B criteria (71.0%, 95%CI 63.7%-77.5%). ROC curve analysis of each criterion in diagnosing VT is shown in figure 3. AUC for QWC-A criteria (0.633, 95%CI 0.56-0.70) was higher than QWC-B criteria (0.592, 95%CI 0.52-0.67). Brugada criteria (0.75, 95%CI 0.69-0.81) had the highest AUC among all three diagnostic algorithms. Pairwise comparison of the AUC showed statistically significant difference among the AUC for each Brugada vs. QWC-A (p = 0.005), Brugada vs. QWC-B (p<0.001) and QWC-A vs. QWC-B (p = 0.017).",0.5,12.0,11.0,0,4,0.25,0,0,0,0,0,0,0,276,thesensitivityindiagnosingvtwashighestwithbrugadac
